Unnamed: 0,type,statement
656,negative,i suppose your customer enjoy screaming toddler then not my problem if someone complains
269,negative,hour on tarmac in charleston and still can not get a response after a week unacceptable
5814,positive,brian at sfo customer service deserves a raise gave me extra meal voucher and a good joke to cheer me up after flight delay ftw
2986,neutral,thank you i wiil write after call travel agency
5258,positive,that is where we are now thank you
116,negative,it is my st birthday and my sister is coming to celebrate but her flight keep cancelled flighting plz do all you can to get her here
906,positive,great thanks
1550,negative,it is not what happens to u that mattersits our response that matter way to drop the ball aa
1264,negative,change made in just over hour for something that should have taken second online i am not thrilled loved the agent though
1436,negative,nearly hour late flightr and still no idea where it is i will never fly united again if i can help it
997,negative,you are not finding it bc rebooked u on your airline when they realized they could not get u home and we are at ord
1089,positive,thank you cc
555,neutral,yes after this awful weather it appears i can get home
3125,neutral,i would go to dallas to see my grand baby that i miss so much i feel like a piece of my heart is there
143,negative,no one received text alert automated call anything either literally no information a to what wa happening
4331,positive,thanks so much for sharing just added it to my site http tco tsvibtvth
3907,neutral,my wife left her phone on flight awe on friday february th upon landing in minneapolis how can we get it back thanks
5500,positive,had a great flight to orlando from hartford a few week ago wa great to get out on time and arrive early
1360,positive,thanks sent you dm re baggage issue
4425,positive,thx finger crossed they are found
4023,neutral,is my friend flight from jax to dfw cancelled flighted
27,negative,in ord waited min after crew member left before gate item came flight attendant sarcastically said good luck and walked away
172,positive,i would do anything for ticket to the vega anything i love imagine dragon so much
249,negative,ua from madrid arrived no agent mass confusion we sent to and fro by ua employee maryjo wa rude and unhelpful
198,neutral,airline trouble this winter amp not getting good customer service contact http tco aqjnhwnac we negotiate resolution for you
4072,neutral,i will i have to get to bangkok i have just day to spend with my husband in his mid deployment leave like to get there a soon a possible
1719,positive,thank you for the tip
1922,neutral,umm hello
498,negative,thanks she submitted a damaged bag complaint onlineis there anything else we can do goodcustomerservice
580,negative,your app say flight ua to zrh departed hr late flight but hour late flightr we are still seating inside the plane in iad failed
5495,positive,thank you
278,neutral,rd time flying southwest in two year have another trip back to mx on october
18,negative,any info on why flight from sju to jfk is already delayed hour
3291,positive,still thinking those pjs may have me sold we would love to have you on board with u here i come
4277,positive,keep it up
871,negative,just went to check into flight hr advance again husband and i are seated separately for hr flight why doe this happen
1285,neutral,so when do we find out who won the imagine dragon contest
2474,positive,you are welcome
3906,neutral,i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport not possible via website
1838,neutral,would love to combine aa and usair accts unfortunately one ha my middle name amp one ha middle initial will not allow change
477,positive,annnndddd i just booked my flight that wa easy
