index,type,statement
1187,neutral,no i need the corporate office number please as that is who is dealing with this for me it is a 480 number
2492,neutral,do you know what flight the pilots for 1581 are coming in on thanks
120,negative,i like the customer service but a 40 min delay just for connecting passengers seems too long va370
4260,positive,i changed my flight through st louis thanks for the reply though
1415,negative,another customer non service from you if we waited for you to solve the problem we would miss the funeral you suck
1395,negative,how the heck does one get the internet desk to authorize a waiver would that involved being on hold for another hour
1376,neutral,so going forward i should not be flight booking problems star alliance flights through the united app
3299,neutral,what is the best way to get your tickets print off at home or go to check in desk
4125,neutral,well i am flying instead   for free their credits actually work
496,positive,flying with you in about 2 weeks bringing blankets bc it is freezing
639,negative,membership has no privileges anymore   my son is in the army short window to see him   no help
2548,positive,my goodness your people field are amazing under pressure from texas beatstheothers in crisis please fly me to ny
5258,positive,that is where we are now thank you
1560,neutral,is a dm possible if you are not following me
4425,positive,thx   fingers crossed they are found
3211,neutral,its available online i just can not figure out how to do it to guarantee same flight
425,negative,boarded flight 2334 at 8happy_face_smiley0am now 1140 still sitting on runway lots of fun
1514,negative,where are our bags we have a tv show to film
4072,neutral,i will i have to get to bangkok i have just 17 days to spend with my husband in his mid deployment leave like to get there as soon as possible
4023,neutral,is my friends flight 386 from jax to dfw cancelled flighted
1512,negative,absolutely worst experience of my life at phl 6 hrs 1 failed departure 3 gates and zero communication or help
2570,neutral,traveling w  a rifle for a hunting trip can a pistol be in the same large rifle case too was not clear in freq asked questions
563,negative,ridiculous how you want to charge me 209 to change flights even with multiple seats available on the flight i needed
4885,positive,thank you
742,negative,why have not you updated that flight 4411 is delayed super frustrating
5281,positive,offers hot tea and coffeeat the gate you guys make me wonder why i have ever flown any other airlines
701,negative,we have now lost a whole day of our honeymoon very disappointed and frustrated with everything
3861,positive,my home for the next 85 hrs 777 gfc happy_face_or_smiley httpskeptical_annoyed_undecided_uneasy_or_hesitant tco mkpognntyc
2737,neutral,rocking the tim mcgraw hold music
4698,positive,3 hours and 80 degree difference yes please mht to mco httpskeptical_annoyed_undecided_uneasy_or_hesitant tco mraw3qdw4d
1377,neutral,  i look forward to getting this resolved i will be in touch
65,negative,i have to spend more than the cost of the flight just to get a free room and transportation to and from the airport
3179,positive,thank you for a couple of easy hassle free flights today professional and friendly staff made everything easy
5308,positive,new apple crpe amazing live from ua1207 really nice crew too americanair has biscuits ua needs them 2 httpskeptical_annoyed_undecided_uneasy_or_hesitant tco gz9gqdt7jj
433,negative,why does not anyone make a better effort to retain customers it should be an easy fix i just want to travel aa
1299,negative,i am in denver my bag is in san jose see something wrong here
5191,positive,sure did only waited about 15min yay
1484,positive,they were amazing and thank you
1190,neutral,what about if i booked it through orbitz my email is correct but there is a middle party
2336,positive,thanks to the whole team for an on time flight despite inclement weather httpskeptical_annoyed_undecided_uneasy_or_hesitant tco eqepkkpsxm
793,positive,one lady helping the 12 of us with luggage
1495,negative,please dm me a way to get in touch with someone that can help i am platinum aa and considering quitting aa bc of this
3524,neutral,landed at phoenix but we had to board a flight quickly to vegas so no time at the airport what now
725,positive,i have dmd you thanks
3079,neutral,both
1559,negative,  no live person to speak with all day at dividend miles after they wrongfully took over 65000 miles out of my account
3658,neutral,really
3046,neutral,i just booked a flight for 2confusion when i view my reservation it has mi connected to first name is this a problem can it be changed
196,negative,flight 1808 is not leaving at 245 because we have not even begun to board yet please update your website as soon as possible
3630,neutral,i have
549,negative,nvm my bad it is been an hour and a half thanks
4075,neutral,are flights from columbus ohio to dallas texas cancelled flighted
5171,positive,thank you for always have the most amazing customer service bring on the disney princess half marathon
1483,positive,thank you margo at houstons bush intercontinental for getting me home earlier
2770,positive,i wanted to thank the great efforts of jamie mckinnie in buf she is a true pro during major delays she was owning it raise
5124,positive,we will see what we can do ^kn we are running most of this plane is running thanks for the help
4128,neutral,trying to go nashville to london and just have no idea when would be a good time to fly out of nashville right now
60,negative,i have been trying to reach your customer service for two days i have received zero response never traveling aa again
1524,neutral,sorry i accidentally populate flightd with you instead of can not wait til you are the only you in the sky newamericanstinks
6049,positive, i really love your customer service lou ann in phx rocks thanks sw be ourguest
4148,neutral,shares rise on q4 financial results   usa today httpskeptical_annoyed_undecided_uneasy_or_hesitant tco lfs4pefe6y
1114,negative,sure was with looks like i will make my birthday celebration after all
